,ADMIN,date,tweets_num,score
393,Australia,2021-11-30,220,0.6909671681818181
394,Australia,2021-12-31,169,0.648280976331361
395,Australia,2022-01-31,165,0.673427412121212
396,Australia,2022-02-28,246,0.6579010162601626
397,Australia,2022-03-31,173,0.6420037283236993
398,Australia,2022-04-30,134,0.6888960447761194
399,Australia,2022-05-31,231,0.6491659913419914
400,Australia,2022-06-30,160,0.64956335
401,Australia,2022-07-31,139,0.6965517410071942
402,Australia,2022-08-31,199,0.6683865879396984
403,Australia,2022-09-30,366,0.6803036912568307
404,Australia,2022-10-31,128,0.709833390625
405,Australia,2022-11-30,234,0.6522184316239317
406,Australia,2022-12-31,127,0.714607062992126
407,Australia,2023-01-31,104,0.6357879326923077
408,Australia,2023-02-28,118,0.6721197542372881
409,Australia,2023-03-31,96,0.6232366354166666
410,Australia,2023-04-30,72,0.6003933333333333
411,Australia,2023-05-31,68,0.6190028235294117
412,Australia,2023-06-30,30,0.5227782333333333
413,Austria,2013-03-31,1,0.353204
414,Austria,2013-06-30,1,0.721277
415,Austria,2013-07-31,3,0.8154706666666667
416,Austria,2014-02-28,1,0.317366
417,Austria,2014-03-31,2,0.567361
418,Austria,2014-04-30,2,0.5193035
419,Austria,2014-10-31,2,0.76641
420,Austria,2014-11-30,2,0.6731615
421,Austria,2014-12-31,2,0.698079
422,Austria,2015-01-31,1,0.752875
423,Austria,2015-02-28,2,0.731565
424,Austria,2015-03-31,4,0.79652075
425,Austria,2015-04-30,1,0.88064
426,Austria,2015-05-31,1,0.427676
427,Austria,2015-06-30,1,0.62982
428,Austria,2015-08-31,1,0.885208
429,Austria,2016-03-31,1,0.838624
430,Austria,2016-04-30,1,0.839005
431,Austria,2016-08-31,1,0.774796
432,Austria,2016-12-31,1,0.801629
433,Austria,2017-01-31,1,0.743299
434,Austria,2017-03-31,2,0.8267335
435,Austria,2017-04-30,1,0.87129
436,Austria,2017-06-30,1,0.857044
437,Austria,2017-07-31,1,0.768649
438,Austria,2017-08-31,3,0.685205
439,Austria,2017-09-30,1,0.639408
440,Austria,2017-10-31,1,0.653201
441,Austria,2017-12-31,1,0.836221
442,Austria,2018-02-28,1,0.702723
443,Austria,2018-03-31,3,0.7356980000000001
444,Austria,2018-04-30,1,0.951991
445,Austria,2018-05-31,2,0.481097
446,Austria,2018-06-30,3,0.7687246666666666
447,Austria,2018-07-31,3,0.858513
448,Austria,2018-08-31,20,0.7278562
449,Austria,2018-09-30,17,0.7182218235294118
450,Austria,2018-10-31,1,0.500609
451,Austria,2018-11-30,4,0.66165975
